longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.3065,40.1622,1,4716,1304,2591,786,5.4403,18990.23
-117.4991,41.5524,47,9555,2525,4434,1365,8.7704,54043.74
-118.1405,37.7973,9,5073,1291,4968,1691,13.1727,216710.63
-118.6357,33.7369,34,1980,396,1548,660,9.2216,200062.6
-114.9062,41.2186,17,6792,1635,2809,849,2.789,14999
-121.4578,37.5689,16,12579,4256,4941,1797,6.2887,151388.19
-123.2368,36.9719,17,4161,771,3650,1387,3.4074,90130.19
-115.4342,33.0989,14,9360,2209,3669,1170,13.7286,306907.17
-116.2612,37.8459,40,4467,1066,3136,1489,6.5355,92468.05
-116.9275,41.2853,36,4120,931,2124,1030,1.0162,14999
-120.0176,35.3952,15,279,51,295,93,3.3445,67525.66
-118.2443,36.11,44,4683,1282,3244,1561,11.6024,213665.05
-120.0646,33.8364,29,2037,706,742,291,3.3079,69683.74
-119.9673,33.0851,15,1666,302,623,238,11.4123,278404.59
-123.8904,40.0846,47,1683,324,1228,561,3.1186,14999
-123.9111,35.8304,42,7492,2619,4110,1873,6.2684,142138.51
-123.5832,41.3701,14,8504,2593,2695,1063,13.769,179821.19
-122.1383,39.2506,24,11529,2648,4908,1647,8.1392,124028.48
-119.2954,33.0481,27,10458,2746,3163,1494,13.7247,358763.68
-115.9021,37.4426,20,10983,2370,4014,1569,12.3375,240342.39
-117.3386,38.6556,30,849,224,580,283,4.5305,94961.1
-120.4929,40.3238,6,860,279,443,172,0.7733,14999
-122.0965,36.1095,43,6524,1232,2290,932,8.3525,211543.12
-120.858,32.7846,39,7975,2686,5361,1595,12.2485,263106.29
-120.9269,40.3431,28,10938,3424,6185,1823,11.4098,143159.47
-116.2437,37.7465,47,15672,3586,6829,1959,8.254,75888.12
-116.6291,34.9875,25,8056,2809,2373,1007,13.6618,281975.4
-121.5318,38.9633,18,900,280,549,225,8.7807,161737.27
-121.6518,34.8973,42,11963,2178,4204,1709,10.0813,244150.85
-115.9566,40.5158,29,2991,762,2691,997,14.5053,133106.93
-122.1629,33.0913,6,4312,1180,2112,616,6.8864,194838.7
-121.7596,39.9432,17,10974,2212,5387,1829,2.6301,14999
-123.201,32.9023,44,6522,1816,2242,1087,10.9017,291648.69
-123.7394,39.2639,17,1731,511,1896,577,5.6234,79887.61
-120.8387,33.2691,29,1967,379,648,281,8.7703,183737.72
-116.0255,38.9484,5,8184,2691,3020,1364,5.2348,23609.87
-120.2523,38.6751,31,9900,2828,4436,1980,1.1469,14999
-115.0097,41.1207,2,1869,403,659,267,10.8786,85216.64
-117.1931,41.3848,25,12257,2274,5409,1751,6.0258,14999
-114.3319,33.2782,5,7860,2170,6871,1965,9.6397,173018.07
-123.1327,40.8065,52,1085,282,431,155,6.8948,65717.24
-121.6474,40.4068,19,7660,1806,6125,1915,14.6734,239169.85
-114.5871,39.0618,29,9300,2246,3918,1550,7.8318,93804.83
-115.1671,38.6878,39,3126,980,1221,521,12.5034,244759.54
-121.8908,41.0962,44,9976,2029,2980,1247,4.6598,34188.64
-121.199,33.307,27,4336,1205,3196,1084,11.7034,333156.18
-124.1943,33.6766,17,11319,3406,4373,1617,1.9644,66095.27
-115.6206,40.3866,2,5852,2038,3216,1463,13.0698,204235.41
-120.7921,36.3258,36,4352,1000,1362,544,12.4584,222819.62
-120.9701,38.2684,7,4587,883,5169,1529,14.2738,284565.73
-116.9134,36.6398,49,8216,1666,2336,1027,11.6064,185796.46
-115.1499,41.3536,6,1083,304,922,361,9.9164,44811.32
-119.243,38.0738,50,992,228,622,248,8.6799,169593.99
-115.3411,37.9962,28,3170,777,1988,634,14.3259,289076.56
-115.4909,39.4186,28,5565,1545,3253,1113,1.9423,14999
-121.4907,33.6556,18,6276,1368,2357,1046,14.1185,322036.68
-123.2846,34.7201,18,1014,218,1101,338,11.4455,310268.37
-124.0754,41.0329,35,4604,833,3739,1151,0.8738,14999
-118.6155,39.429,34,1848,425,666,308,10.7417,223792.47
-115.8688,36.7219,28,5300,1032,2337,1060,4.5376,14999
-116.2814,39.5437,15,4617,1087,4248,1539,4.5036,14999
-118.0185,37.3659,50,1608,477,671,201,1.0562,33636.7
-119.1162,34.3317,36,11224,2088,4141,1403,0.6156,61927.84
-122.9758,36.0801,15,5716,1286,3182,1429,12.3011,259605.88
-122.3563,40.7819,34,14440,4438,3618,1805,1.4753,14999
-118.7503,34.5024,12,774,229,376,129,9.6499,200128.28
-119.0242,41.5203,20,7084,2328,5316,1771,7.6082,85206.8
-118.0245,38.1657,35,5175,1016,2244,1035,13.273,221439.99
-114.6176,35.602,43,2760,579,3159,920,10.0789,147311.16
-120.8603,36.286,9,9804,3164,5385,1634,9.2154,174605.25
-121.66,34.5641,51,2661,733,2204,887,10.2873,245349.62
-120.2213,40.153,28,4330,1450,2080,866,11.0587,130997.74
-121.2526,36.3963,37,7372,1998,5841,1843,2.0996,97394.81
-114.6287,38.2872,9,9016,1653,3971,1288,12.135,195445.99
-115.1912,39.756,36,1432,269,414,179,8.2644,99648.67
-114.4584,40.427,26,14480,3170,5795,1810,13.7045,152107.28
-116.9873,41.3855,3,5343,1647,4968,1781,7.7717,56275.74
-116.4049,32.9379,19,2001,438,2106,667,4.086,92222.96
-116.4781,38.7061,9,13800,4540,5680,1725,1.6096,14999
-119.2847,39.1598,47,2700,492,2920,900,9.2706,170104.73
-116.3921,34.3682,39,9045,2834,4771,1809,11.2805,266658.89
-121.3164,36.8583,7,4728,1314,1515,591,6.7283,127036.8
-121.5533,35.2164,45,7994,1771,2313,1142,7.707,216992.23
-120.3978,36.0475,35,4539,1166,4337,1513,0.8609,27526.48
-119.5629,33.5652,20,2920,927,2528,730,1.8831,34317.93
-122.6507,40.678,32,5060,982,3295,1265,12.652,149295.59
-116.7138,33.0946,32,3396,791,1418,566,2.6839,64558.49
-121.1227,37.8596,27,5502,1241,4243,1834,8.6549,118461.25
-114.7169,34.7583,30,9006,2408,4935,1501,14.895,277759.86
-123.5324,33.5285,45,1248,251,420,208,8.0391,248988.27
-115.6177,33.6096,28,4256,1219,2965,1064,2.528,65109.59
-115.5729,36.4748,1,1971,500,1603,657,13.8686,205118.25
-118.1744,36.0371,42,1556,356,1177,389,12.1408,201981.4
-114.792,36.0335,39,3384,875,1920,564,13.9427,231238.41
-122.9912,37.4744,31,350,87,155,70,1.4722,14999
-114.5412,35.4744,13,3664,717,1231,458,1.8734,14999
-123.6796,38.528,15,6048,1103,1730,756,4.6207,48935.33
-115.1984,36.5502,47,3380,967,1760,676,4.1939,14999
-123.5721,33.9743,47,2465,518,1402,493,2.3372,103984.57
-119.1059,38.6079,25,5082,1581,2096,726,4.5199,64029.99
-117.6383,36.9948,11,220,76,117,55,12.1486,143797.81
-122.8792,34.0909,1,2136,709,1479,712,7.9197,155352.59
-121.066,37.2485,8,3801,938,1716,543,10.7405,211020.51
-120.7859,40.4317,21,3408,1125,3707,1136,14.3527,276882.15
-117.2081,40.4432,36,5724,1706,2266,954,2.2435,14999
-115.3164,38.6762,12,505,164,318,101,5.5169,14999
-115.552,41.2029,13,4165,876,2600,833,0.6548,14999
-119.9115,37.4897,1,6250,1473,4208,1250,13.7792,234179.09
-121.6088,38.6303,42,6180,1158,3134,1030,4.1691,63712.74
-118.0723,41.6784,2,14536,4908,6351,1817,9.6675,45837.09
-115.5656,39.603,52,786,190,764,262,10.843,141409.29
-117.2654,34.2047,9,1314,422,477,219,6.929,127746.17
-115.7368,35.1511,13,9737,2973,3476,1391,10.2439,150743.02
-115.3173,40.9877,11,13328,4035,4854,1904,0.7055,14999
-117.6461,33.1186,13,12173,2496,4173,1739,3.0025,50192.13
-123.9031,38.2663,45,6510,1363,3385,1085,12.649,282700.84
-120.8291,35.7531,37,14096,2743,5982,1762,1.7783,50888.4
-115.1332,34.2573,6,2150,603,1482,430,11.6175,213620.01
-120.5897,33.3048,47,7924,1840,5985,1981,14.1685,317622.3
-115.6696,39.5731,48,1605,303,981,321,3.0811,14999
-122.0814,34.3114,13,2060,461,1095,412,1.84,91453.07
-120.7843,35.9616,50,9548,2448,4019,1364,12.5601,324466.37
-120.4778,37.6021,14,8928,2133,4785,1488,12.0459,226729.8
-122.2672,39.1237,33,9432,2971,2518,1179,11.7144,206332.21
-124.0343,33.625,43,5368,1399,3624,1342,5.1834,212711.51
-118.6898,38.7346,3,5680,1123,1802,710,13.5648,225782.49
-120.9698,41.037,12,9600,2227,5184,1920,3.1993,16821.05
-124.1316,40.1548,30,8855,2639,3916,1265,7.3668,121003.71
-118.3165,37.0809,26,1992,687,2201,664,11.566,248694.7
-115.3053,37.3105,27,4610,1577,2398,922,0.914,14999
-115.4486,41.6229,34,3192,982,1000,456,5.3306,14999
-114.7125,41.6708,20,6692,2116,4497,1673,2.8975,14999
-115.4851,35.3751,6,1712,557,1136,428,10.9999,182342.09
-122.8025,37.7658,50,2448,639,2053,816,7.3266,135487.8
-115.1852,38.83,30,5984,1853,3207,1496,2.3633,14999
-116.689,33.7965,50,3595,1148,2225,719,6.6566,141606.82
-119.4474,39.5074,38,420,138,238,105,3.9098,33320.64
-120.7127,37.2587,1,9100,2800,4383,1300,9.8609,183058.42
-122.2292,36.6371,22,6688,1408,1861,836,5.0108,120259.96
-117.5703,37.0629,17,3652,758,2760,913,12.5964,198887.95
-117.4619,33.4942,26,5085,1054,3717,1695,7.8511,176028.25
-117.4596,32.649,42,8532,2148,2960,1422,6.6622,169443.5
-116.2465,41.0863,33,4878,1468,2655,813,14.5907,173115.31
-123.2288,34.2229,28,6828,2239,2412,1138,0.6009,109079.08
-121.7613,37.3852,40,9240,2346,4153,1540,1.0777,14999
-115.6363,36.871,4,13097,3885,4450,1871,5.3932,32027.45
-118.9008,34.2218,23,2712,694,2211,904,1.0164,88874.57
-123.2287,39.4272,35,9372,2083,3320,1562,1.8713,14999
-120.0218,35.1249,30,10227,2265,4731,1461,12.6063,224405.3
-116.9938,37.4667,30,399,93,273,133,9.3356,132670.14
-123.3347,37.3639,47,1055,356,659,211,6.6267,94104.42
-124.1253,41.4829,17,12216,3741,3235,1527,13.729,271865.02
-118.6182,41.9022,40,7714,2508,2606,1102,12.0848,136534.31
-120.5927,36.9902,49,11790,2672,5960,1965,3.1928,55064.71
-120.3473,34.2457,19,1824,454,1233,608,6.5077,154656.74
-123.0471,35.053,39,13344,3123,3889,1668,0.7621,54405.24
-121.4602,39.2402,30,7524,2166,3126,1254,6.1411,96612.75
-115.0141,32.6583,22,3520,1125,1568,704,12.8882,228021.43
-122.6431,36.2105,26,928,301,400,116,9.6551,210327.55
-118.7143,35.7893,14,11067,2686,3854,1581,5.0724,83965.69
-118.0764,34.109,23,7236,1813,3795,1206,11.3951,231840.02
-121.4998,39.5415,16,5726,1158,2380,818,12.8202,226545.73
-114.389,37.9107,12,7284,2260,6330,1821,14.694,224382.02
-118.8273,35.8526,14,6342,1442,2859,906,9.639,155149.41
-117.9934,38.5268,33,8022,1978,3768,1146,7.6751,62810.42
-119.6923,40.314,29,1484,368,743,371,12.5331,187549.33
-117.4891,33.4652,38,8322,2876,3627,1387,9.728,173801.14
-118.1365,33.844,40,3240,913,3346,1080,14.2096,297291.9
-118.6342,36.9807,6,9995,1837,5801,1999,11.9533,222700.59
-120.441,37.3517,13,7164,1847,5524,1791,3.9701,14999
-122.3442,33.7882,5,5643,1214,5063,1881,4.0532,129739.02
-118.2934,41.8532,51,2472,655,892,412,9.2581,62249.13
-122.751,36.8894,5,512,94,192,64,13.0724,317465.0
-114.3548,40.653,5,9918,3399,5496,1653,8.2915,30629.48
-114.4183,39.2659,29,8272,1573,3326,1034,12.5105,117011.19
-117.0695,32.9155,26,10619,3047,4035,1517,11.9176,306419.91
-116.7403,37.996,51,2224,464,728,278,5.4276,99268.67
-115.1837,40.0262,14,1773,418,1796,591,7.1445,24219.12
-116.7499,35.7624,45,4800,1506,2927,960,8.7394,112364.7
-118.3819,39.704,10,5590,1030,3712,1118,8.6713,90132.0
-117.163,37.8815,20,8184,2085,2498,1023,11.2841,145749.21
-117.3714,33.9188,19,10854,2428,4236,1809,12.8383,247725.45
-124.2289,35.9668,33,11032,2746,4614,1576,2.9709,87755.67
-120.8941,34.0068,33,4851,1181,2285,693,7.5361,208090.72
-122.5891,40.982,1,4257,1014,3496,1419,3.7525,39523.62
-121.5557,39.8611,51,2352,502,807,294,8.7564,138129.85
-116.8576,40.2458,51,4492,1374,2858,1123,0.9762,14999
-118.0609,41.4986,33,935,256,523,187,11.2482,184917.42
-123.788,37.8727,16,2755,869,1252,551,14.0768,220617.57
-115.7405,34.6887,46,3936,735,2867,984,8.5036,181020.23
-116.0098,33.1391,9,5600,1065,2622,1120,8.9923,191913.92
-118.514,36.9088,35,5565,1303,5473,1855,3.3482,54261.09
-122.3681,37.6437,14,7650,1767,2568,1275,6.7315,130280.89
-115.2639,39.315,29,13136,2799,5268,1642,9.409,100157.48
-116.7742,38.1987,32,5368,1266,3656,1342,4.6145,35759.36
-117.8714,35.0261,35,2795,633,1588,559,4.9777,23908.47
-114.8552,37.1281,21,13153,3419,4217,1879,1.4506,14999
-120.0126,35.4067,29,6008,1783,2428,751,3.3071,92541.38
-121.2657,35.4137,50,6816,1346,2783,1136,9.3381,230433.35
-118.6171,33.9948,11,2658,833,1452,443,9.3468,238869.58
-114.4992,38.6893,51,7224,1631,3069,903,7.3437,136766.12
-115.7534,35.397,10,3385,1027,2196,677,5.0725,53754.87
-116.6925,32.5934,26,978,234,522,163,14.6373,352464.36
-116.6488,32.7233,46,1856,542,1106,464,12.572,314115.74
-120.5106,37.7914,48,1832,522,1218,458,4.4725,81360.49
-123.6028,34.0495,47,8256,2318,3537,1032,14.2273,357941.69
-114.7143,39.1881,16,4361,1219,1301,623,1.3137,14999
-120.9094,37.6016,29,9705,1930,4272,1941,11.3725,187800.34
-120.1957,33.9682,10,6285,1744,3573,1257,6.8548,206391.42
-121.0585,37.6834,43,4081,1102,1420,583,0.8169,14999
-116.4596,39.2343,21,8985,2999,4795,1797,13.3265,175041.55
-122.5012,36.947,30,3955,845,2734,791,4.2559,36486.03
-122.9417,38.5835,28,5166,1630,2796,861,1.3742,14999
-114.414,36.0544,37,2835,972,3127,945,5.2425,40116.68
-120.9991,33.1715,5,3621,1251,3827,1207,8.2106,197228.5
-116.3321,40.5037,6,7350,2085,4274,1225,11.4027,123574.45
-121.5703,36.7866,48,2888,682,820,361,8.8407,155905.4
-119.7914,39.8903,48,10374,3435,4499,1729,4.7603,23919.76
-124.2643,35.5736,10,2320,648,1827,580,8.2193,174980.71
-117.7877,34.4251,37,9725,3227,5975,1945,8.8644,194084.46
-121.2528,33.4894,35,3846,1201,3602,1282,14.3426,353791.23
-121.0623,35.5073,15,5588,1197,3136,1397,14.8696,313976.04
-116.5957,32.7969,29,1812,333,996,302,12.8857,346047.03
-122.2558,33.0031,29,3468,745,2228,867,12.3102,325238.98
-115.1806,39.3577,8,1532,307,1046,383,9.2703,96739.17
-116.8232,35.5218,13,1440,454,1219,480,4.2016,83567.6
-124.2772,40.1001,26,5418,1301,6173,1806,12.6298,245761.64
-119.9911,40.5179,20,4152,806,1539,519,6.1505,14999
-121.5919,38.6317,21,568,184,321,142,0.6345,14999
-119.143,33.8595,31,4833,920,5160,1611,13.062,272640.17
-120.1846,34.0219,12,2849,980,1266,407,12.2496,243627.53
-122.5266,40.8121,8,6640,1229,3828,1660,6.353,24847.56
-118.106,32.808,2,2187,724,1495,729,13.1444,323788.7
-115.1777,32.9776,25,11277,3415,3632,1611,1.9517,31919.59
-120.1344,33.1641,31,6006,1955,2807,1001,2.4489,111423.88
-118.2932,38.5328,20,6150,2047,2444,1025,5.1817,14999
-117.6389,33.4471,32,11081,2364,3686,1583,2.3822,50345.65
-114.8894,34.6624,6,4716,1423,3809,1572,9.4177,156564.88
-117.0205,35.3734,46,7968,2234,2764,996,14.8208,313770.16
-121.6721,41.0046,21,4570,1336,2622,914,14.0521,279587.5
-120.4843,32.9919,13,1269,259,867,423,12.0242,295901.57
-122.7247,35.575,37,6204,2021,2359,1034,13.1081,324923.17
-114.3833,36.8046,17,7002,1400,2822,1167,11.6434,164778.34
-115.0742,35.7136,12,2860,907,1562,572,8.4591,102972.6
-120.9126,37.4245,5,8255,2084,3364,1651,8.3781,103900.4
-123.4004,41.7156,8,2072,623,648,296,5.5406,14999
-114.9169,41.6328,33,2538,810,1407,423,7.9081,46689.24
-122.9272,38.9442,50,336,102,212,84,9.2136,208951.29
-119.0785,40.0704,24,4616,1375,4034,1154,2.9179,36437.68
-122.7562,38.9425,41,9443,2062,4581,1349,10.8832,129773.83
-120.0929,34.4427,4,11958,2755,6679,1993,14.5941,285022.27
-115.3768,36.9439,9,7635,1374,3629,1527,8.5585,84878.28
-118.1943,41.5668,4,9576,1952,4343,1596,2.8237,14999
-114.5902,41.7284,16,3404,986,2201,851,3.3039,14999
-114.6779,35.1392,26,2416,738,1031,302,2.7018,14999
-119.8985,38.8658,49,2160,622,2002,720,8.1015,134228.81
-122.0189,36.6641,8,9264,2628,2582,1158,13.2633,221304.48
-116.7773,39.3153,18,5982,1464,6653,1994,2.1361,14999
-115.5525,39.0464,51,5235,1142,2255,1047,14.9653,237836.55
-118.2927,38.177,24,4352,1149,1660,544,6.7709,100362.17
-116.6197,40.4663,47,3070,886,1530,614,10.1712,123816.2
-121.8275,35.8962,1,2056,651,607,257,7.6772,118890.66
-123.3062,39.8885,46,7343,2079,2988,1049,9.2961,138995.19
-115.6112,38.8217,3,3846,1078,4090,1282,14.334,183407.67
-116.6791,35.9342,44,10514,2646,3891,1502,11.2925,201408.39
-120.8631,39.9564,30,8568,1596,3179,1224,12.1757,190947.93
-115.2329,34.5729,12,792,269,212,99,13.8497,220385.28
-116.299,39.4004,17,6272,1495,2712,784,4.1062,14999
-119.7496,41.8651,17,6496,1400,5125,1624,8.4355,76354.92
-121.1183,36.3164,23,6596,2134,5416,1649,5.3396,71851.55
-115.9542,34.6814,20,2056,401,670,257,9.5161,140852.89
-117.9297,39.6593,13,4736,1243,1483,592,6.8477,46615.38
-122.6578,32.6899,13,6205,2075,3785,1241,8.627,249463.25
-116.752,37.605,26,10528,2030,2816,1316,10.8192,203377.35
-115.7938,33.9117,22,5705,1411,3858,1141,2.0026,14999
-114.751,40.2051,52,4557,1261,1382,651,14.9919,198671.45
-118.8482,38.8214,18,618,134,313,103,3.6751,20024.5
-115.5636,36.6837,52,1968,358,1163,492,0.8012,14999
-120.1882,37.727,37,2658,562,1230,443,6.2944,68895.79
-118.5724,41.031,25,7895,2369,5483,1579,12.1497,152153.64
-115.3135,41.3564,21,5780,1116,3514,1156,5.1641,14999
-116.0424,39.1499,51,8064,1628,3999,1152,11.8712,135958.48
-121.2026,40.1363,39,4128,987,1575,516,14.6591,244662.15
-116.1064,34.6475,18,3678,949,3257,1226,9.0704,256696.94
-124.128,36.7601,42,835,217,510,167,1.4248,96330.24
-120.7917,41.524,18,6080,2073,3759,1216,10.8474,88674.04
-114.8848,41.8202,14,8430,1961,4279,1405,4.9176,14999
-122.0151,40.0531,33,11922,2438,5582,1987,10.3792,164029.94
-118.2297,39.241,23,3759,1171,2639,1253,1.4226,14999
-120.1963,34.057,13,3913,1219,1947,559,12.6182,343368.11
-117.0342,35.6621,7,11922,3309,6802,1987,6.118,105907.42
-120.258,39.0933,9,8925,1884,4403,1785,3.0725,14999
-123.439,34.9914,13,2570,893,1516,514,5.4259,153346.21
-116.8018,37.4696,2,12950,2465,5246,1850,10.3993,148813.01
-114.4593,32.6584,21,4185,772,2810,837,8.6688,176670.89
-115.722,41.5332,13,9471,2506,3792,1353,14.6487,205553.84
-122.7971,36.0609,12,11250,3375,6224,1875,3.0736,100964.86
-122.8555,40.2467,2,3972,1346,4412,1324,12.0079,237240.65
-114.9623,33.5542,44,2933,786,1403,419,7.7159,206709.23
-118.2908,41.925,22,11820,3993,5559,1970,6.1383,14999
-118.7832,35.7238,24,1356,465,927,339,12.0138,237479.96
-123.9324,33.0917,31,13680,4108,5572,1710,1.9323,71295.32
-121.1316,37.5022,37,10416,2798,4665,1488,9.8264,182041.4
-121.5131,33.8148,49,2275,774,1200,455,6.8095,197298.89
-123.3026,37.8214,40,4230,1119,2689,846,4.6643,101646.61
-117.4821,33.0586,3,1305,303,1253,435,13.554,241162.49
-116.9279,37.5677,4,4020,852,2309,670,1.2603,14999
-116.063,40.7616,48,7637,2477,3014,1091,10.3764,134636.72
-119.7594,34.2875,15,7545,1451,3478,1509,3.4977,92997.49
-117.9202,32.6867,25,3768,752,1147,471,13.6137,267978.23
-121.0293,34.2061,25,6968,1694,5673,1742,1.149,14999
-122.9276,34.8565,43,3468,1025,1771,578,13.5803,293569.86
-117.7905,41.1383,27,4389,1100,3833,1463,4.5323,61657.39
-115.3032,40.2254,32,3983,724,1729,569,1.1061,14999
-117.4274,33.2036,8,1144,381,781,286,3.1587,58870.51
-121.0631,41.4184,17,11552,3906,3750,1444,8.2758,78811.7
-123.2607,33.6636,13,5988,1642,5482,1996,2.3432,138554.53
-114.3546,36.9529,7,1112,207,717,278,1.7123,14999
-119.9731,36.0302,48,2052,577,705,342,14.0374,279568.49
-116.6514,34.3182,14,7670,1437,3100,1534,2.7143,60199.63
-122.5877,36.8878,42,990,242,564,165,7.8311,153393.65
-122.0886,38.4421,22,11176,2845,4619,1397,1.5061,14999
-118.7592,33.8891,21,498,147,434,166,8.247,219954.38
-118.1394,34.1389,21,2424,495,1741,808,3.8881,58965.03
-116.1804,39.7734,8,7220,2235,3705,1805,8.4109,97259.04
-124.1513,40.2938,31,13783,3991,4772,1969,9.4327,111612.91
-117.4939,38.3046,23,8118,2122,4529,1353,7.0862,100097.56
-115.5204,34.6463,19,10832,2270,4672,1354,14.9875,300909.68
-124.1398,40.1193,10,822,205,454,137,12.8494,199897.24
-114.4356,33.7165,41,3088,1050,2031,772,6.557,124003.71
-120.45,35.9611,21,8472,1716,3946,1412,4.0671,49701.38
-117.1956,37.8885,47,9800,2369,3773,1400,13.0054,226443.63
-121.2687,36.2365,31,1904,553,666,272,12.5769,231573.32
-116.5732,38.408,4,1832,434,1527,458,10.0649,155204.05
-114.8803,32.7643,14,5880,1725,2024,840,11.3166,214633.26
-118.6938,34.0066,26,4908,1009,3036,1227,4.0626,96019.38
-119.4637,38.2835,49,9128,2784,4321,1304,10.3047,127306.67
-116.4489,33.3469,1,5802,1371,4128,1934,14.0077,247290.98
-114.7321,35.4342,5,5551,1857,2280,793,12.5097,243820.69
-119.5801,39.1609,19,2013,636,1502,671,13.2681,217898.87
-115.2113,36.3951,36,9448,2454,4103,1181,10.5045,182735.03
-115.2773,41.7253,43,7944,2657,4261,1986,1.071,14999
-119.5621,39.7588,38,7295,2467,4198,1459,3.1366,14999
-115.3744,41.6705,43,6050,1999,4212,1210,13.3541,167183.24
-121.337,36.2439,10,2216,473,817,277,4.7391,99595.13
-116.3905,39.9417,23,7704,1407,4284,1284,6.5572,69159.19
-122.4221,35.1771,34,5703,1501,6384,1901,1.2542,110958.1
-121.9524,35.4254,29,4680,874,2924,936,11.5166,243222.74
-118.8152,33.7694,40,568,157,174,71,3.3948,101070.74
-119.63,36.1948,45,7130,2128,3569,1426,12.1456,277367.0
-120.2618,35.7594,23,7610,2084,4159,1522,4.3668,48755.83
-115.1799,41.1857,6,13592,4556,5593,1699,13.4894,158013.65
-116.6989,34.8263,12,2442,503,2606,814,11.7937,221337.6
-115.6785,32.6308,1,7790,2554,4559,1558,2.7655,15120.79
-119.7239,40.7587,51,4233,1202,2940,1411,2.5114,14999
-115.1333,41.2589,12,1896,647,475,237,11.9781,114764.74
-123.5527,35.555,34,2664,849,1359,444,7.6819,201288.93
-117.259,36.9553,47,10038,3282,2999,1434,3.1815,55515.98
-122.3649,33.894,35,4912,1468,3750,1228,1.5988,86725.14
-122.472,35.5644,15,2292,660,1103,382,9.2225,179687.47
-120.0677,40.2982,48,3801,688,1811,543,10.4112,153264.59
-121.5243,34.0575,4,1068,254,551,178,9.4878,224142.04
-116.6751,39.2786,1,12592,2455,4536,1574,13.7868,175302.18
-120.7207,38.949,44,1288,289,599,184,7.0364,108575.16
-119.3331,39.7237,21,9344,1984,3364,1168,1.1191,14999
-120.8069,36.9151,30,4284,1108,2390,714,7.0566,166220.66
-120.1372,32.7704,9,8320,2037,5500,1664,2.6661,132297.68
-120.6783,36.6275,43,7616,1566,6509,1904,3.6464,110182.25
-121.6303,34.4009,32,3412,790,2928,853,8.4653,211821.73
-122.0635,37.1183,47,6432,1633,3513,1072,7.5665,146423.14
-123.2856,41.5073,46,7182,1646,2413,1026,14.1784,212060.37
